line_number,ground_truth,prediction,transkribus,cer,wer,bwer
21,ner mit der begegneten veruneynigen ſich/ Als dick als,ner mit der begegneten veruneynigen ſich/ Als dick als,ner mit der begegneten veruneynigen sich/ Als dick als,0.0,0.0,0.0
22,ſy woͤllen ſcheiden ſy die vermehletig ee/ vnd halten in ſo,ſy woͤllen ſcheiden ſy die vermehletig ee/ vnd halten in ſo,sy woͤllen scheiden sy die vermehletig ee/ vnd halten in so,0.0,0.0,0.0
23,lichem gantz keyn ordnung/ Darumb habē ſy keynen tē¬,lichem gantz keyn ordnung/ Darumb haben ſy keynen te,lichem gantz keyn ordnung / Darumb haben sy keynen te,0.07692307692307693,0.2222222222222222,0.2222222222222222
24,pel vnd halten keyn geſatzt vnd ſind nit abgetere/ Was,pel vnd halten keyn geſatzt vnd ſind nit abgetere/ Was,pel vnd halten keyn gesatzt vnd sind nit abgetere / Was,0.0,0.0,0.0
25,ſol ich me ſagē Sy leben nach der natur das ſy wol epi¬,ſol ich me ſagen Sy leben nach der natur das ſy wol epi¬,sol ich me sagen Sy leben nach der natur das sy wol epi¬,0.03636363636363636,0.07692307692307693,0.07692307692307693
26,curi/ buchfüller genāt werden moͤgen den̄ ſenici/ By inē,curi/ Buchfuͤller genant werden moͤgen den̄ ſenici/ By inc,curi/ Buchfuller genant werden moͤgen den̄ senici/ By in —,0.10714285714285714,0.3333333333333333,0.3333333333333333
27,ſind keyn koufflit noch kouffguͦt/ Die ſcharē des volcks,sind keyn konfflit noch kouffguͤt/ Die ſchare des volcks,sind keyn konfflit noch kouffguͤt  Die scharen des volcks,0.07142857142857142,0.4444444444444444,0.4444444444444444
28,haben ouch kriege/ vnd on kunſt on ordnung/ Ir elteren̄,haben ouch kriege/ vnd on kunſt on ordnung/ Ir elteren,haben ouch kriege/ vnd on kunst on ordnung/ Ir elteren,0.01818181818181818,0.1,0.1
29,mit yren reten̄ vnnd gebotten vnder byegen die iungen,mit yren reten vnnd gebotten vnder byegen die iungen,mit yren reten vnnd gebotten vnder byegen die iungen,0.018867924528301886,0.1111111111111111,0.1111111111111111
30,zuͦ thuͦn was ſy woͤllen vnd rüſten ſie zuͦ ſtryttē in ſolichē,zuͤ thuͤn was sy wöllen vnd rüsten sie zu stryttē in ſolichē,zuͤ thuͤn was sy wöllen vnd rüsten sie zu strytten in solichen,0.14516129032258066,0.75,0.75
31,Sy eynandern̄ gruſelich ze tod ſlaen vn̄ welche ſye alſo,Sy eyng Derū gruſelich ze tod ſtaen vn̄ welche ſye alſo,Sy eyng derum gruselich ze tod staen vn welche sye also,0.10714285714285714,0.3,0.3
32,im krieg vnd ſtritt fahen die fuͦren ſy hyn mit das ſye die,im krieg vnd ſtritt fahen die füren ſy hyn mit das ſye die,im krieg vnd stritt fahen die füren sy hyn mit das sye die,0.03389830508474576,0.07692307692307693,0.07692307692307693
33,by leben ſunder inen ſelbs behalten das ſy da von metzi¬,By leben ſunder inen ſelbs behalten das ſy da von metzi¬,by leben sunder inen selbs behalten das sy da von metzi¬,0.017857142857142856,0.09090909090909091,0.09090909090909091
