line_number,ground_truth,prediction,transkribus,cer,wer,bwer
15,ſtaden affricum vn̄ eyn teil der Moͤren lands durchren̄t,gangs/ S̄annen durch das groͤs mer Occeani de gaͤtzē,gangs  Sannen durch das groß mer Occeanum de gantzen,0.8214285714285714,1.0,1.0
16,biß zuͦ den hochbergen der Moren ſo alſo von Ptolomeo,Staden affricum. vn eyn teil der Moͤren lands durchrent,staden affricum vn eyn teil der Moͤren lands durchrent,0.8301886792452831,1.0,0.9
17,genēpt wirt/ Das zuͦ dißen zeitē von den vnſern dz grün̄,Biß zů den hochbergen der Moren so also von Ptolomes,biß zu den hochbergen der Moren so also von Ptolomeo,0.8214285714285714,1.0,0.8181818181818182
18,houpt genempt wirt/ vn̄ von den Morē beſeglitte/ vnd,geſept wirt / Das zu diſſen zeite von den vnsern dz grüͤn,genenpt wirt / Das zu dißen zeite von den vnsern dz grijn,0.8269230769230769,1.1111111111111112,1.1111111111111112
19,die ſelbe lantſchafft Mandinglia vierzehē gradus innert,houpt genempt wirt/vn von den Wore beseglitte/vnd,haupt genempt wirt / vn von den Horen beseglitte / vnd,0.8545454545454545,1.0,1.0
20,der krummen ſchnuͦr genāt Torrida zona/ von der lyniē,Die selbe lantschafft Mandingalia vierzehe gradus innert,die selbe lantschafft Mandinglia vierzehen gradus innert,0.8679245283018868,1.0,1.0
21,equinoctiali gegen Mitternacht die von ſchwartzen lü¬,der krummen schnuͤr genaͤt Torridazona von der lynne,der krummen schnuͤr genaͤt Torrida zona / von der lymen,0.8301886792452831,1.0,1.0
22,ten vnd voͤlckern bewōt wirt/ da ſelbs nach raſtung vn̄,equinoctiali gegen Mitternacht die von schwartzen liͬ,equinoctiali gegen Mitternacht die von schwartzen lii¬,0.7818181818181819,1.0,1.0
23,widerlabung vnſer krafft vnnd nottürfftiger dingen zuͦ,ten vnd völckern Bewſt wirt/da ſelbs nach raſtung vn̄,ten vnd volckern bewot wirt / da selbst nach rastung vn̄,0.8518518518518519,1.2857142857142858,1.2857142857142858
24,vnſer ſchiffung/ huͦben wir die encker vff vn̄ zertan̄tē die,widerlassing vnser krafft vnnd notturftiger dingen zu,widerlabung vnser krafft vnnd notturfftiger dingen zu,0.7666666666666667,1.0,1.0
25,ſegel in winde vnd in vnſern weg durch das allerwildeſt,w̄nser schifͤffung/huͤben wir die encker vff von zertante die,vnser schiffung/ huͤben wir die encker vff vn zertanten die,0.8909090909090909,1.0,1.0
26,groß mere Occeanum/ vnd fuͦrē gegen dem wider sibēge,regel in winde vnd in vn̄sern weg durch das allerwildest,segel in winde vnd in vnsern weg durch das allerwildest,0.8269230769230769,1.0,1.0
27,ſtirn gen Ancarticies/ ein wenig gegē der Sonnē nyder,gross mere Occeanum/vnd füre gegen dem wider sʒege,groß mere Occeanum  vnd füren gegen dem wider siͤbege,0.7547169811320755,1.0,1.0
28,gang wandten wir durch den wynd genant vulturnus,stirn gen Ancarticiēs/ ein wenig gege der Sonne nyder,stirn gen Ancarticies/ ein wenig gegen der Sonnen nyder,0.8541666666666666,1.125,1.125
29,vnd von dem tag als wir abſchieden von dē gemelten ho,gang wandten wir durch den wynd genant vulturnus,gang wandten wir durch den wynd genant vulturnus,0.6792452830188679,0.9090909090909091,0.9090909090909091
30,chgebürg zwen Monet vn̄ drig tag ſchyfften wir ee das,vnd von dem tag als wir abschieden von de gemelten ho,vnd von dem tag als wir abschieden von de gemelten ho,0.8490566037735849,1.1,0.9
31,vnß land oder ertrich ze ſehen ward/ Was wir aber in ſo,chgebürg zwen Monet vn̄ drig tag schyfften wir ee das,chgebürg zwen Monet vn̄ drig tag schyfften wir ee das,0.8,0.9166666666666666,0.9166666666666666
32,licher willde des Mers/ gelitten haben/ vnd was ſorgkli¬,vns land oder ertrich ze sehen ward / Was wir aber in so,vnß land oder ertrich ze sehen ward / Was wir aber in so,0.75,1.4444444444444444,1.4444444444444444
33,A ii,licher wilde des ¬ſſers / gelitten haben / vnd was sorgtliſ,licher wilde des Mers / gelitten haben / und was sorgkli¬,14.0,5.5,5.5
34,,An̄[extra],An,1.0,1.0,1.0
