line_number,ground_truth,prediction,transkribus,cer,wer,bwer
24,vnd ſchon vnd mit wiſſem gebein vnd mit andern̄ dingē,vnd schon vnd mit wissem gebein vnd mit andern dingen,vnd schon vnd nit wissem gebein vnd mit andern̄ dingen,0.11320754716981132,0.4,0.4
25,ſo mit künſten vnd koſtlich mit arbeyt gemacht werden,so mit künsten vnd kostlich mit arbeyt gemacht werden,so mit künsten vnd kostlich mit arbeyt gemacht werden,0.05660377358490566,0.3333333333333333,0.3333333333333333
26,nach ir gewonheyt vnd gebruch/ Und ob du alſo ſeheſt,nach ir gewonheyt vnd gebruch / Vnd ob du also sehest,nach ir gewonheyt vnd gebruch / und ob du also sehest,0.09615384615384616,0.5,0.5
27,eyn ſo frembd vngewon ding groſſem ſeltzemen wunder,eyn so frembd vngemwon ding grossem seltz̄emen wunder,eyn so frembd vngewon ding grossem seltzemen wunder,0.11764705882352941,0.5,0.5
28,gliche/ Nemlich eynen menſchē der da hatt in den back,gliche / Nemlich eynen mensche der da hatt in den Backt,gliche Nemlich eynen mensche der da hatt in den Back,0.09433962264150944,0.4,0.4
29,ken alleyn vnnd in den lefftzen Syben ſteyn dera ettlich,fen alleyn vnnd in den leffſen Syben ſteyn dern ettlich,ren alleyn vnnd in den lefftzen Syben steyn dera ettlich,0.07142857142857142,0.3,0.3
30,in der lenge eyner halben ſpann du wurdeſt nit on groß,in der lenge eyner halben spann du wurdest nit on groͤß,in der lenge eyner halben spann du wurdest nit on groß,0.05555555555555555,0.2727272727272727,0.2727272727272727
31,verwūderūg ſyn/ Dē ich hab dyck wargenomē vn̄ über,verwiſſederůg ſyn / Deich ich hab dyck wargenomen von ůber,verwſederug syn / Den ich hab dyck wargenomen vn̄ uber,0.3,0.7777777777777778,0.7777777777777778
32,ſchetzt/ dz Siben ſolicher ſteinē an gewicht habē .xvi. lot,schetzt/0z Siben solicher steine an gewicht habe .xvi. lot,schetzt / dr Siben solicher steinem an gewicht habe.xvi. lot,0.11864406779661017,0.5,0.5
33,A iiii,Aͤuͤuͤuͤ,Aiiii,1.1666666666666667,1.0,1.0
