line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
13,zuͦ land gefaren vnd haben früntlich geſprech vnnd wan,zu land gefaren vnd haben fruntlich gesprech vnnd wan,0.05555555555555555,0.3333333333333333,0.3333333333333333,7474188,transkribus
14,del mit dem ſelben volck gehept als du hienach vernemen,del mit dem selben volck gehept als du hienach vernemen,0.01818181818181818,0.1,0.1,7474188,transkribus
15,wirdeſt/ Mir was vergeſſen dir ze ſchriben das von dem,"wirdest, Mir was vergessen dir ze schriben das von dem",0.09259259259259259,0.3,0.3,7474188,transkribus
16,hochgebirg des grünē houpts biß zuͦ anfang diſer bewo¬,hochgebirg des grüne houpts biß zu anfang diser bewon¬,0.07407407407407407,0.4444444444444444,0.4444444444444444,7474188,transkribus
17,den landtſchafft ſind by Sibenhundert welſcher milen,den landtschafft sind by Sibenhundert welscher milen,0.057692307692307696,0.42857142857142855,0.42857142857142855,7474188,transkribus
18,Wie wol ich meyn das wir me den̄ Tuſent vn̄ achthun¬,Wie wol ich meyn das wir me den Lusent vn achthun¬,0.07692307692307693,0.2727272727272727,0.2727272727272727,7474188,transkribus
19,dert mile gefaren ſo von vnwiſſenheyt d̓ ſtetten vn̄ ſchiff¬,dert mile gefaren so von vnwissenheyt stetten vn̄ schiff¬,0.13333333333333333,0.5,0.5,7474188,transkribus
20,meiſters ſo von vngewitter vnd von winden verhindert,meisters so von vngewitter vnd von winden verhindert,0.038461538461538464,0.25,0.25,7474188,transkribus
21,die vnßern ſchlechten weg widertriben zuͦ ſtetten vnd vil,die vnsern schlechten weg widertriben zu stetten vnd vil,0.07017543859649122,0.4444444444444444,0.4444444444444444,7474188,transkribus
22,abwendungen/ Den̄ wen min geſellen ir gemüt vnd ver.,abwendungen / Senn wen min gesellen ir gemut vnd ver-,0.11538461538461539,0.6666666666666666,0.6666666666666666,7474188,transkribus
23,truwen nit zuͦ mir geſetzt hetten/ ſo mir bekantlich was d̓,"truwen nit zu mir gesetzt hetten, so mir bekantlich was 8",0.1016949152542373,0.45454545454545453,0.45454545454545453,7474188,transkribus
24,groſſen welt lantſterlugūg vnd gelegenheit ſo weis kein,grossen welt lantsterlugung vnd gelegenheit so weis kein,0.10909090909090909,0.375,0.375,7474188,transkribus
25,ſchiffman oder wegwiſer vnßer fart der ioch by fünffhū,schiffman oder wegwiser vnßer fart der ioch by funffhun,0.09259259259259259,0.3333333333333333,0.3333333333333333,7474188,transkribus
26,dert milen wußte wō wir waren/ Denn wir waren vmb¬,dert milen wußte wo wir waren. Senn wir vmb¬,0.18,0.4,0.4,7474188,transkribus
27,ſchweiffig vnd irrig/ Den̄ allein der himelſchen zeichen,schweiffig vnd irrig / Denn allein der himelschen zeichen,0.07142857142857142,0.625,0.625,7474188,transkribus
28,hohe waren vns zuͦbewiſung vnd zoͤugten vns warheyt,hohe waren vns zuͤbewisung vnd zōugten vns warheyt,0.0784313725490196,0.25,0.25,7474188,transkribus
29,verlorner dingen vnd die ſelben waren vns der quadrāt,verlorner dingen vnd die selben waren vns der quadrat,0.03773584905660377,0.2222222222222222,0.2222222222222222,7474188,transkribus
30,vnd das Aſtralabium als ſy alle erkantē/ Hie von ſi alle,"vnd das Astralabium als sy alle erkanten, hie von si alle",0.125,0.45454545454545453,0.45454545454545453,7474188,transkribus
31,mich in groſſen eren hielten/ Denn ich zoigt inen das on,"mich in grossen eren hielten, Senn ich zoigt inen das on",0.07142857142857142,0.2727272727272727,0.2727272727272727,7474188,transkribus
32,die verſchreibnen meres karten kunſt der ſchiffung ich be,die verschreibnen meres karten kunst der schifflung ich be,0.07017543859649122,0.3333333333333333,0.3333333333333333,7474188,transkribus
33,richter was dan̄ alle Schiffherren der gantzen welt den̄,richter was dan alle Schiffherren der gantzen welt den,0.03571428571428571,0.2222222222222222,0.2222222222222222,7474188,transkribus
34,A iii,A iii,0.0,0.0,0.0,7474188,transkribus
