line_number,ground_truth,prediction,transkribus,cer,wer,bwer
11,fen biß zuͦ diſem winckel waren by dryhundert welſcher,fen Biss zů disem winckel waren by Dryhundert welscher,fen biß zu disem winckel waren by dryhundert welscher,0.14814814814814814,0.5555555555555556,0.5555555555555556
12,mile/ vnd in zyt dißer ſchiffung ſind wir zuͦ dickern̄ malē,mile/vnd in zyt dißer schiffung sind wir zů dickern male,male / vnd in zyt dißer schiffung sind wir zu dickern malen,0.11864406779661017,0.6363636363636364,0.6363636363636364
13,zuͦ land gefaren vnd haben früntlich geſprech vnnd wan,zuͤ land gefaren vnd haben fruntlich gesprech vnnd wan,zu land gefaren vnd haben fruntlich gesprech vnnd wan,0.05555555555555555,0.3333333333333333,0.3333333333333333
14,del mit dem ſelben volck gehept als du hienach vernemen,del mit dem selben volcz gehept als du hie nach vernemen,del mit dem selben volck gehept als du hienach vernemen,0.05454545454545454,0.4,0.4
15,wirdeſt/ Mir was vergeſſen dir ze ſchriben das von dem,wirdest/Wir was vergessen dir ze schriben das von dem,wirdest  Mir was vergessen dir ze schriben das von dem,0.1111111111111111,0.4,0.4
16,hochgebirg des grünē houpts biß zuͦ anfang diſer bewo¬,hochgebirg des grüne houpts biß zů anfang diser bewȫr,hochgebirg des grüne houpts biß zu anfang diser bewon¬,0.1111111111111111,0.4444444444444444,0.4444444444444444
17,den landtſchafft ſind by Sibenhundert welſcher milen,en landtschafft sind by Sibenhundert welscher milen,den landtschafft sind by Sibenhundert welscher milen,0.07692307692307693,0.5714285714285714,0.5714285714285714
18,Wie wol ich meyn das wir me den̄ Tuſent vn̄ achthun¬,Wie wol ich meyn das wir meͤden Tͦusent vn̄ achthund̄,Wie wol ich meyn das wir me den Lusent vn achthun¬,0.11538461538461539,0.36363636363636365,0.36363636363636365
19,dert mile gefaren ſo von vnwiſſenheyt d̓ ſtetten vn̄ ſchiff¬,dert mile gefaren so von vnwissenheyt ¶ stecten vn schiff,dert mile gefaren so von vnwissenheyt stetten vn̄ schiff¬,0.16666666666666666,0.6,0.6
20,meiſters ſo von vngewitter vnd von winden verhindert,meisters so von vngewitter vnd von winden verhinder,meisters so von vngewitter vnd von winden verhindert,0.057692307692307696,0.375,0.375
21,die vnßern ſchlechten weg widertriben zuͦ ſtetten vnd vil,die vnſern schlechten weg widertriben zů ſetten vnd vil,die vnsern schlechten weg widertriben zu stetten vnd vil,0.08771929824561403,0.4444444444444444,0.4444444444444444
22,abwendungen/ Den̄ wen min geſellen ir gemüt vnd ver.,abwendungen/ Den weſſ min gesellen ir gemüt vnd ver,abwendungen / Senn wen min gesellen ir gemut vnd ver-,0.09615384615384616,0.4444444444444444,0.4444444444444444
23,truwen nit zuͦ mir geſetzt hetten/ ſo mir bekantlich was d̓,truwen nit zū mir geseſt hetten / ſo mir bekaͤntlich was d̄,truwen nit zu mir gesetzt hetten  so mir bekantlich was 8,0.13559322033898305,0.5454545454545454,0.5454545454545454
24,groſſen welt lantſterlugūg vnd gelegenheit ſo weis kein,grossen welt kuntsterlugg vnd gelegenheit so weis tem,grossen welt lantsterlugung vnd gelegenheit so weis kein,0.18181818181818182,0.5,0.5
25,ſchiffman oder wegwiſer vnßer fart der ioch by fünffhū,schiffman oder wegwiser vnser fart der ioch by füͤnffz̄,schiffman oder wegwiser vnßer fart der ioch by funffhun,0.1111111111111111,0.4444444444444444,0.4444444444444444
26,dert milen wußte wō wir waren/ Denn wir waren vmb¬,dert milen wuste wo wir waren/ Denn wir waren vnbe,dert milen wußte wo wir waren. Senn wir vmb¬,0.08,0.3,0.3
27,ſchweiffig vnd irrig/ Den̄ allein der himelſchen zeichen,Schweissig vnd irrig/ Den allein der himelschen zeichen,schweiffig vnd irrig / Denn allein der himelschen zeichen,0.08928571428571429,0.375,0.375
28,hohe waren vns zuͦbewiſung vnd zoͤugten vns warheyt,hohe waren vns zůbwisung vnd zōughten vns warheyt,hohe waren vns zuͤbewisung vnd zōugten vns warheyt,0.13725490196078433,0.25,0.25
29,verlorner dingen vnd die ſelben waren vns der quadrāt,verlorner dingen vnd die selben waren vns der quadrat,verlorner dingen vnd die selben waren vns der quadrat,0.03773584905660377,0.2222222222222222,0.2222222222222222
30,vnd das Aſtralabium als ſy alle erkantē/ Hie von ſi alle,vnd das Astralabium als sy alle ertﬂan̄te / Die von si alle,vnd das Astralabium als sy alle erkanten  hie von si alle,0.16071428571428573,0.5454545454545454,0.5454545454545454
31,mich in groſſen eren hielten/ Denn ich zoigt inen das on,mich in grossen eren hielten / Denn ich zoigt inen das on,mich in grossen eren hielten  Senn ich zoigt inen das on,0.05357142857142857,0.2727272727272727,0.2727272727272727
32,die verſchreibnen meres karten kunſt der ſchiffung ich be,die verschreibnen meres karren Eunst der schifft. yg ich be,die verschreibnen meres karten kunst der schifflung ich be,0.15789473684210525,0.5555555555555556,0.5555555555555556
33,richter was dan̄ alle Schiffherren der gantzen welt den̄,richter was dān alle Schiffherren der gantzen welt den,richter was dan alle Schiffherren der gantzen welt den,0.05357142857142857,0.2222222222222222,0.2222222222222222
34,A iii,¬ iii,A iii,0.2,0.5,0.5
