line_number,ground_truth,prediction,transkribus,cer,wer,bwer
14,wüetungen des mers vnnd des hymels gefiel dem hoch,wüerungen des mers vnnd des hymels gefiel dem hoch,wuetungen des mers vnnd des hymels gefiel dem hoch,0.02,0.1111111111111111,0.1111111111111111
15,ſten gott vns ze zoigen ingewont ertrich vnnd nüw lant,ten gott vne  ze zoigen ingewont ertrich vnnd nůw land,sten gott vns zezoigen ingewont ertrich vnnd niiw lant,0.09259259259259259,0.4,0.4
16,ſchafften vnd ein vnbekante welt/ Das wir nach der ſel¬,schafften vnd ein vnbetante welt / Das wir nach der sel,schafften vnd ein vnbekante welt  Das wir nach der sel¬,0.09090909090909091,0.5,0.5
17,ben bſehung mit ſo groſſen freiden durchgoſſen ſynd als,ben bschung mit so grossen freyden durchgossen synd ale,ben bsehung mit so grossen freiden durchgossen synd als,0.18181818181818182,0.7777777777777778,0.7777777777777778
18,yemant wol bedencken mag/ wie gewonlich denen geſchi,yemant wol bedencken mag/mie gewonlich denen geschri,yemant wol bedencken mag / wie gewonlich denen geschi,0.07692307692307693,0.375,0.375
19,cht die vß vil mengerley betrüpnüßen vnd vnfal vnd vß,cht die vß vil mengerley betriͤpnuͤssen vnd vnfal vnd vß,cht die vß vil mengerley betrüpnußen vnd vnfal vnd vs,0.11320754716981132,0.1,0.1
20,widerſpeningen glück verheilet vnd funden/ vn̄ eruolgt,widerspeningen glück verbheilet vnd funden/vn ernolge,widerspeningen glück verheilet vnd funden / vn̄ ernolgt,0.1111111111111111,0.7142857142857143,0.7142857142857143
21,haben/ Alſo an dē Sibenden tag des monats Ouguſten,haben/Also an de Sibenden tag des monates Dugusten,haben. Also an de Sibenden tag des monats Ougusten,0.12,0.5555555555555556,0.5555555555555556
22,Thuſent finffhūdert vn̄ ein ior/ In d̓ gemeltē lātſchafftē,Thusent fiunßhūdert v̄n ein ior / In ß gemelte lātschāffte,Thusent finffhūdert vn ein ior / In  8 gemelten lantschafften,0.22413793103448276,0.8888888888888888,0.8888888888888888
23,ſtaden vnd zuͦlendung wurffen wir die encker in/ got vn,staden vnd zůlending wuͤrffen wir die encker in/got vn,staden vnd zuͤlendung wurffen wir die encker in/ got vn,0.10909090909090909,0.5,0.5
24,ſerm herren lobſagendt mit hochzierlicher byt vnd gebet,herren lobsagendt mit hochzierlicher byt vnd geben,serm herren lobsagendt mit hochzierlicher Byt vnd gebet,0.12727272727272726,0.375,0.375
25,vnd mit geſang eyner zierlichen meß/ Da erkanten wir,vnd mit gesang eyner zierlichen meſs/ Da erkanten wir,vnd mit gesang eyner zierlichen meß / Da erkanten wir,0.057692307692307696,0.2222222222222222,0.2222222222222222
26,das land vnd ertrich nit ein inſel ſin/ ſunder ein ingewōt,das land vnd errich nit ein insel sin/ funder ein ingewot,das land vnd ertrich nit ein insel sin/ sunder ein ingewont,0.08620689655172414,0.45454545454545453,0.45454545454545453
27,land denn ſich ſoͤlichs ſtrackt mit faſt langen ſtaden nitt,land denn sich solichs stract mit fast langen staden nitt,land denn sich soͤlichs strackt mit fast langen staden nitt,0.11864406779661017,0.5,0.5
28,mit vmbzuͦgonen die da vmbgiengen vnd voll iſt on zall,mit vmbzüg̅onen die da vmbgiengen vnd voll ist on zall,mit vmbzugonen die da vmbgiengen vnd voll ist on zall,0.07407407407407407,0.2,0.2
29,vil inwonender lüten denn wir dar ingefunden habē on,vil inwonender lüeten denn wir dar ingesunden habe on,vil inwonender lüten denn wir dar ingefunden habe on,0.057692307692307696,0.3333333333333333,0.3333333333333333
30,zal vil voͤlcker vnd lüt vnd aller wald thieren geſchlecht,gal vil völcker vnd liut vnd aller wald thieren geschlecht,zal vil völcker vnd liit vnd aller wald thieren geschlecht,0.10344827586206896,0.4,0.4
31,ſo man in/ vnſern landen fyndt/ vnnd vil ander ding ſo,so man in vnſern landen ſyndt / vnnd vil ander ding ſo,so man in/ vnsern landen fyndt/ vnnd vil ander ding so,0.07407407407407407,0.36363636363636365,0.36363636363636365
32,vor von vnß nie geſehen ſynd von den ſelben allen were,vor von vnſ nie gesehen ſynd von den ſelben allen were,vor von vnß nie gesehen synd von den selben allen were,0.037037037037037035,0.18181818181818182,0.18181818181818182
33,gar vil vnd lang ze ſagen/ Groſſe genad vnd barmhertzi,gar vil vnd lanḡe sagen / Grosse genad vnd barnhertzi,gar vil vnd lang ze sagen  Grosse genad vnd Barmhertzi,0.14814814814814814,0.5,0.5
